Type,Family id,Family name,Target id,Target name,Subunit id,Subunit name,Target systematic name,Target abbreviated name,synonyms,HGNC id,HGNC symbol,HGNC name,Human genetic localisation,Human nucleotide RefSeq,Human protein RefSeq,Human SwissProt,Human Entrez Gene,Human Ensembl Gene
lgic,72,GABAA receptors,410,GABAA receptor &beta;1 subunit,"","","","","gamma-aminobutyric acid receptor subunit beta-1|Gabrb-1|gamma-aminobutyric acid (GABA) A receptor, beta 1|gamma-aminobutyric acid (GABA) A receptor, subunit beta 1|gamma-aminobutyric acid (GABA) A receptor|gamma-aminobutyric acid type A receptor beta1 subunit|gamma-aminobutyric acid type A receptor beta 1 subunit",4081,GABRB1,gamma-aminobutyric acid type A receptor subunit beta1,4p12,NM_000812,NP_000803,P18505,2560,ENSG00000163288
lgic,72,GABAA receptors,411,GABAA receptor &beta;2 subunit,"","","","","Gabrb-2|gamma-aminobutyric acid receptor subunit beta-2|gamma-aminobutyric acid (GABA) A receptor, beta 2|gamma-aminobutyric acid (GABA) A receptor, subunit beta 2|gamma-aminobutyric acid (GABA) A receptor|gamma-aminobutyric acid type A receptor beta2 subunit|gamma-aminobutyric acid type A receptor beta 2 subunit",4082,GABRB2,gamma-aminobutyric acid type A receptor subunit beta2,5q34,NM_021911|NM_000813,NP_068711|NP_000804,P47870,2561,ENSG00000145864
lgic,72,GABAA receptors,412,GABAA receptor &beta;3 subunit,"","","","","gamma-aminobutyric acid receptor subunit beta-3|Gabrb-3|Cp1|gamma-aminobutyric acid (GABA) A receptor, beta 3|gamma-aminobutyric acid (GABA) A receptor, subunit beta 3|gamma-aminobutyric acid (GABA) A receptor|gamma-aminobutyric acid type A receptor beta3 subunit|gamma-aminobutyric acid type A receptor beta 3 subunit",4083,GABRB3,gamma-aminobutyric acid type A receptor subunit beta3,15q12,NM_000814|NM_021912,NP_000805|NP_068712,P28472,2562,ENSG00000166206
lgic,72,GABAA receptors,413,GABAA receptor &gamma;1 subunit,"","","","","GABA(A) receptor subunit gamma-1|gamma-aminobutyric acid (GABA) A receptor, gamma 1|gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1|gamma-aminobutyric acid (GABA) A receptor|gamma-aminobutyric acid type A receptor gamma 1 subunit|gamma-aminobutyric acid type A receptor gamma1 subunit",4086,GABRG1,gamma-aminobutyric acid type A receptor subunit gamma1,4p12,NM_173536,NP_775807,Q8N1C3,2565,ENSG00000163285
lgic,72,GABAA receptors,414,GABAA receptor &gamma;2 subunit,"","","","","CAE2|ECA2|Gabrg-2|GEFSP3|gamma-aminobutyric acid receptor subunit gamma-2|gamma-aminobutyric acid (GABA) A receptor, gamma 2|gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2|gamma-aminobutyric acid (GABA) A receptor|gamma-aminobutyric acid type A receptor gamma 2 subunit|gamma-aminobutyric acid type A receptor gamma2 subunit",4087,GABRG2,gamma-aminobutyric acid type A receptor subunit gamma2,5q34,NM_198904,NP_944494,P18507,2566,ENSG00000113327
lgic,72,GABAA receptors,415,GABAA receptor &gamma;3 subunit,"","","","","GABRG-3|GABA(A) receptor subunit gamma-3|gamma-aminobutyric acid (GABA) A receptor, gamma 3|gamma-aminobutyric acid (GABA) A receptor|gamma-aminobutyric acid type A receptor gamma 3 subunit|gamma-aminobutyric acid type A receptor gamma3 subunit",4088,GABRG3,gamma-aminobutyric acid type A receptor subunit gamma3,15q12,NM_033223,NP_150092,Q99928,2567,ENSG00000182256
lgic,72,GABAA receptors,416,GABAA receptor &delta; subunit,"","","","","GABAA receptor delta subunit|gamma-aminobutyric acid (GABA) A receptor, delta|gamma-aminobutyric acid (GABA) A receptor, subunit delta|gamma-aminobutyric acid (GABA) A receptor|gamma-aminobutyric acid type A receptor delta subunit",4084,GABRD,gamma-aminobutyric acid type A receptor subunit delta,1p36.33,NM_000815,NP_000806,O14764,2563,ENSG00000187730
lgic,72,GABAA receptors,417,GABAA receptor &epsilon; subunit,"","","","","GABA(A) receptor subunit epsilon|gamma-aminobutyric acid (GABA) A receptor, epsilon|gamma-aminobutyric acid (GABA) A receptor, subunit epsilon|gamma-aminobutyric acid (GABA) A receptor|gamma-aminobutyric acid type A receptor epsilon subunit",4085,GABRE,gamma-aminobutyric acid type A receptor subunit epsilon,Xq28,NM_004961,NP_004952,P78334,2564,ENSG00000102287
lgic,72,GABAA receptors,418,GABAA receptor &theta; subunit,"","","","","gamma-aminobutyric acid receptor subunit theta|gamma-aminobutyric acid (GABA) A receptor, theta|gamma-aminobutyric acid (GABA) A receptor, subunit theta|gamma-aminobutyric acid (GABA) A receptor|gamma-aminobutyric acid type A receptor theta subunit",14454,GABRQ,gamma-aminobutyric acid type A receptor subunit theta,Xq28,NM_018558,NP_061028,Q9UN88,55879,ENSG00000268089
lgic,72,GABAA receptors,419,GABAA receptor &pi; subunit,"","","","","GABA(A) receptor subunit pi|gamma-aminobutyric acid (GABA-A) receptor, pi|gamma-aminobutyric acid (GABA) A receptor|gamma-aminobutyric acid type A receptor pi subunit",4089,GABRP,gamma-aminobutyric acid type A receptor subunit pi,5q35.1,NM_014211,NP_055026,O00591,2568,ENSG00000094755
lgic,72,GABAA receptors,420,GABAA receptor &rho;1 subunit,"","","","","GABA(A) receptor subunit rho-1|gamma-aminobutyric acid (GABA) A receptor, rho 1|gamma-aminobutyric acid (GABA) C receptor, subunit rho 1|gamma-aminobutyric acid (GABA) C receptor|gamma-aminobutyric acid type A receptor rho1 subunit|gamma-aminobutyric acid type A receptor rho 1 subunit",4090,GABRR1,gamma-aminobutyric acid type A receptor subunit rho1,6q15,NM_002042,NP_002033,P24046,2569,ENSG00000146276
lgic,72,GABAA receptors,421,GABAA receptor &rho;2 subunit,"","","","","GABA(A) receptor subunit rho-2|gamma-aminobutyric acid receptor subunit rho-2|gamma-aminobutyric acid (GABA) A receptor, rho 2|gamma-aminobutyric acid (GABA) C receptor, subunit rho 2|gamma-aminobutyric acid (GABA) C receptor|gamma-aminobutyric acid type A receptor rho 2 subunit|gamma-aminobutyric acid type A receptor rho2 subunit",4091,GABRR2,gamma-aminobutyric acid type A receptor subunit rho2,6q15,NM_002043,NP_002034,P28476,2570,ENSG00000111886
lgic,72,GABAA receptors,422,GABAA receptor &rho;3 subunit,"","","","","GABA(A) receptor subunit rho-3|gamma-aminobutyric acid (GABA) A receptor, rho 3|gamma-aminobutyric acid (GABA) A receptor, rho 3 (gene/pseudogene)|gamma-aminobutyric acid (GABA) A receptor|gamma-aminobutyric acid (GABA) receptor|gamma-aminobutyric acid type A receptor rho3 subunit (gene/pseudogene)|gamma-aminobutyric acid type A receptor subunit rho3 (gene/pseudogene)|gamma-aminobutyric acid type A receptor rho3 subunit",17969,GABRR3,gamma-aminobutyric acid type A receptor subunit rho3,3q11.2,NM_001105580,NP_001099050,A8MPY1,200959,ENSG00000183185
lgic,73,Glycine receptors,423,glycine receptor &alpha;1 subunit,"","","","",GLYRA1|glycine receptor strychnine-binding subunit|STHE|glycine receptor,4326,GLRA1,glycine receptor alpha 1,5q33.1,NM_000171,NP_000162,P23415,2741,ENSG00000145888
lgic,73,Glycine receptors,424,glycine receptor &alpha;2 subunit,"","","","","GLR|Glycine receptor alpha 2 subunit (glycine receptor neonatal)|glycine receptor strychnine-binding subunit|RNNEOGLY|glycine receptor, alpha 2|glycine receptor",4327,GLRA2,glycine receptor alpha 2,Xp22.2,NM_002063,NP_002054,P23416,2742,ENSG00000101958
lgic,73,Glycine receptors,425,glycine receptor &alpha;3 subunit,"","","","",glycine receptor,4328,GLRA3,glycine receptor alpha 3,4q34.1,NM_006529,NP_006520,O75311,8001,ENSG00000145451
lgic,73,Glycine receptors,426,glycine receptor &alpha;4 subunit (pseudogene in humans),"","","","",glycine receptor|glycine receptor alpha 4,31715,GLRA4,glycine receptor alpha 4 (pseudogene),Xq22.2,NM_001024452,NP_001019623,Q5JXX5,441509,ENSG00000188828
lgic,73,Glycine receptors,427,glycine receptor &beta; subunit,"","","","",spa|glycine receptor,4329,GLRB,glycine receptor beta,4q32.1,NM_000824,NP_000815,P48167,2743,ENSG00000109738
lgic,73,Glycine receptors,428,Glycine Receptor (All subtypes),"","","","","","","","","","","","","",""
lgic,75,Ionotropic glutamate receptors,444,GluA1,"","","","",GluRA|HBGR1|AMPA-selective glutamate receptor 1|gluR-1|glutamate receptor subunit GluR1|Glr1|HIPA1|glutamate receptor,4571,GRIA1,glutamate ionotropic receptor AMPA type subunit 1,5q33.2,NM_000827|NM_001114183,NP_000818|NP_001107655,P42261,2890,ENSG00000155511
lgic,75,Ionotropic glutamate receptors,445,GluA2,"","","","",GluR2|GluRB|HBGR2|AMPA-selective glutamate receptor 2|glutamate receptor,4572,GRIA2,glutamate ionotropic receptor AMPA type subunit 2,4q32.1,NM_000826|NM_001083619,NP_000817|NP_001077088,P42262,2891,ENSG00000120251
lgic,75,Ionotropic glutamate receptors,446,GluA3,"","","","","GluR3|GluRC|MRX94|AMPA-selective glutamate receptor 3|glutamate receptor, ionotropic, AMPA 3|glutamate receptor",4573,GRIA3,glutamate ionotropic receptor AMPA type subunit 3,Xq25,NM_007325|NM_000828,NP_015564|NP_000819,P42263,2892,ENSG00000125675
lgic,75,Ionotropic glutamate receptors,447,GluA4,"","","","","GluR4|GluRD|AMPA-selective glutamate receptor 4|glutamate receptor 4|spkw1|glutamate receptor, ionotropic, AMPA 4|glutamate receptor",4574,GRIA4,glutamate ionotropic receptor AMPA type subunit 4,11q22.3,NM_000829|NM_001077243|NM_001077244|NM_001112812,NP_000820|NP_001070711|NP_001106283|NP_001070712,P48058,2893,ENSG00000152578
lgic,75,Ionotropic glutamate receptors,448,GluD1,"","","","",glutamate receptor delta-1 subunit|glutamate receptor,4575,GRID1,glutamate ionotropic receptor delta type subunit 1,10q23.1-q23.2,NM_017551,NP_060021,Q9ULK0,2894,ENSG00000182771
lgic,75,Ionotropic glutamate receptors,449,GluD2,"","","","",tpr|cpr|glutamate receptor,4576,GRID2,glutamate ionotropic receptor delta type subunit 2,4q22.1-q22.2,NM_001510,NP_001501,O43424,2895,ENSG00000152208
lgic,75,Ionotropic glutamate receptors,450,GluK1,"","","","",EAA3|GluR5|glutamate receptor 5|GluK5|Glurbeta1|glutamate receptor,4579,GRIK1,glutamate ionotropic receptor kainate type subunit 1,21q21.3,NM_175611,NP_783300,P39086,2897,ENSG00000171189
lgic,75,Ionotropic glutamate receptors,451,GluK2,"","","","","EAA4|GLUK6|GluR6|MRT6|glutamate receptor 6|Glurbeta2|glutamate receptor, ionotropic, kainate 2|glutamate receptor, ionotropic, kainate 2 (beta 2)|glutamate receptor",4580,GRIK2,glutamate ionotropic receptor kainate type subunit 2,6q16.3,NM_021956,NP_068775,Q13002,2898,ENSG00000164418
lgic,75,Ionotropic glutamate receptors,452,GluK3,"","","","","EAA5|GluR7|glutamate receptor 7|GLUK7|glutamate receptor, ionotropic, kainate 3|glutamate receptor",4581,GRIK3,glutamate ionotropic receptor kainate type subunit 3,1p34.3,NM_000831,NP_000822,Q13003,2899,ENSG00000163873
lgic,75,Ionotropic glutamate receptors,453,GluK4,"","","","",GRIK|glutamate receptor KA-1|GluRgamma1|EAA1|GLUK1|KA1|glutamate receptor,4582,GRIK4,glutamate ionotropic receptor kainate type subunit 4,11q23.3,NM_014619,NP_055434,Q16099,2900,ENSG00000149403
lgic,75,Ionotropic glutamate receptors,454,GluK5,"","","","","GRIK2|glutamate receptor KA2|GluRgamma2|EAA2|GLUK2|glutamate receptor, ionotropic, kainate 5|glutamate receptor, ionotropic, kainate 5 (gamma 2)|glutamate receptor",4583,GRIK5,glutamate ionotropic receptor kainate type subunit 5,19q13.2,NM_002088,NP_002079,Q16478,2901,ENSG00000105737
lgic,75,Ionotropic glutamate receptors,455,GluN1,"","","","","NMDAR1|GluRzeta1|NMDA-R1|glutamate receptor, ionotropic, NMDA1 (zeta 1)|glutamate receptor",4584,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,9q34.3,NM_007327,NP_015566,Q05586,2902,ENSG00000176884
lgic,75,Ionotropic glutamate receptors,456,GluN2A,"","","","","NMDAR2A|GluRepsilon1|NMDA-R2A|glutamate receptor, ionotropic, N-methyl D-aspartate 2A|glutamate receptor, ionotropic, NMDA2A (epsilon 1)|glutamate receptor",4585,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,16p13.2,NM_000833,NP_000824,Q12879,2903,ENSG00000183454
lgic,75,Ionotropic glutamate receptors,457,GluN2B,"","","","","NMDAR2B|GluRepsilon2|glutamate receptor, ionotropic, N-methyl D-aspartate 2B|glutamate receptor, ionotropic, NMDA2B (epsilon 2)|glutamate receptor",4586,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,12p13.1,NM_000834,NP_000825,Q13224,2904,ENSG00000273079
lgic,75,Ionotropic glutamate receptors,458,GluN2C,"","","","","NMDAR2C|glutamate [NMDA] receptor subunit epsilon-3|GluRepsilon3|glutamate receptor, ionotropic, NMDA2C (epsilon 3)|glutamate receptor",4587,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,17q25.1,NM_000835,NP_000826,Q14957,2905,ENSG00000161509
lgic,75,Ionotropic glutamate receptors,459,GluN2D,"","","","","EB11|NMDAR2D|GluRepsilon4|NR2D|glutamate receptor, ionotropic, N-methyl D-aspartate 2D|glutamate receptor, ionotropic, NMDA2D (epsilon 4)|glutamate receptor",4588,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,19q13.33,NM_000836,NP_000827,O15399,2906,ENSG00000105464
lgic,75,Ionotropic glutamate receptors,460,GluN3A,"","","","","&chi;-1|NMDAR-L|glutamate receptor chi-1|NMDAR3A|NR3 chi-1|NR3A|glutamate receptor, ionotropic, N-methyl-D-aspartate 3A|glutamate receptor ionotropic, NMDA3A|glutamate receptor ionotropic",16767,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,9q31.1,NM_133445,NP_597702,Q8TCU5,116443,ENSG00000198785
lgic,75,Ionotropic glutamate receptors,461,GluN3B,"","","","",glutamate [NMDA] receptor subunit 3B|NMDAR3B|NR3B|glutamate receptor,16768,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,19p13.3,NM_138690,NP_619635,O60391,116444,ENSG00000116032
lgic,123,IP3 receptors,743,IP3R1,"","","","","INSP3R1|IP3R1|SCA15|SCA16|spinocerebellar ataxia 15|spinocerebellar ataxia 16|I145TR|inositol 1,4,5-triphosphate receptor 1|InsP3R|IP3 receptor|InsP3R type I|Ip3r|Itpr-1|opt|Pcp1|inositol 1|inositol 1,4,5-trisphosphate receptor 1",6180,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",3p26.1,"","",Q14643,3708,ENSG00000150995
lgic,123,IP3 receptors,744,IP3R2,"","","","","INSP3R2|IP3R2|inositol 1,4,5-triphosphate receptor 2|IP3 receptor|Itpr5|inositol 1",6181,ITPR2,"inositol 1,4,5-trisphosphate receptor type 2",12p11.23,"","",Q14571,3709,ENSG00000123104
lgic,123,IP3 receptors,745,IP3R3,"","","","","INSP3R3|IP3R3|inositol 1,4,5-triphosphate receptor 3|IP3 receptor|IP3R3X|Itpr-3|inositol 1",6182,ITPR3,"inositol 1,4,5-trisphosphate receptor type 3",6p21.31,"","",Q14573,3710,ENSG00000096433
lgic,76,Nicotinic acetylcholine receptors  (nACh),462,nicotinic acetylcholine receptor &alpha;1 subunit,"","","","","acetylcholine receptor subunit alpha|Achr-1|cholinergic receptor, nicotinic, alpha 1 (muscle)|cholinergic receptor, nicotinic alpha 1|cholinergic receptor, nicotinic, alpha 1|cholinergic receptor",1955,CHRNA1,cholinergic receptor nicotinic alpha 1 subunit,2q31.1,NM_001039523,NP_001034612,P02708,1134,ENSG00000138435
lgic,76,Nicotinic acetylcholine receptors  (nACh),463,nicotinic acetylcholine receptor &alpha;2 subunit,"","","","","neuronal acetylcholine receptor subunit alpha-2|Acra2|cholinergic receptor, nicotinic, alpha 2 (neuronal)|cholinergic receptor, nicotinic alpha 2|cholinergic receptor, nicotinic, alpha 2|cholinergic receptor",1956,CHRNA2,cholinergic receptor nicotinic alpha 2 subunit,8p21.2,NM_000742,NP_000733,Q15822,1135,ENSG00000120903
lgic,76,Nicotinic acetylcholine receptors  (nACh),464,nicotinic acetylcholine receptor &alpha;3 subunit,"","","","","neuronal acetylcholine receptor subunit alpha-3|Acra3|cholinergic receptor, nicotinic, alpha 3 (neuronal)|cholinergic receptor, nicotinic alpha 3|cholinergic receptor",1957,CHRNA3,cholinergic receptor nicotinic alpha 3 subunit,15q25.1,NM_000743,NP_000734,P32297,1136,ENSG00000080644
lgic,76,Nicotinic acetylcholine receptors  (nACh),465,nicotinic acetylcholine receptor &alpha;4 subunit,"","","","","EBN|EBN1|NARAC|neuronal acetylcholine receptor subunit alpha-4|Acra4|BFNC|Neuronal, &alpha;-bungarotoxin-insensitive|cholinergic receptor, nicotinic, alpha 4 (neuronal)|cholinergic receptor, nicotinic alpha 4|cholinergic receptor",1958,CHRNA4,cholinergic receptor nicotinic alpha 4 subunit,20q13.33,NM_000744,NP_000735,P43681,1137,ENSG00000101204
lgic,76,Nicotinic acetylcholine receptors  (nACh),466,nicotinic acetylcholine receptor &alpha;5 subunit,"","","","","neuronal acetylcholine receptor subunit alpha-5|Acra5|cholinergic receptor, nicotinic, alpha 5 (neuronal)|cholinergic receptor, nicotinic alpha 5|cholinergic receptor",1959,CHRNA5,cholinergic receptor nicotinic alpha 5 subunit,15q25.1,NM_000745,NP_000736,P30532,1138,ENSG00000169684
lgic,76,Nicotinic acetylcholine receptors  (nACh),467,nicotinic acetylcholine receptor &alpha;6 subunit,"","","","","neuronal acetylcholine receptor subunit alpha-6|Acra6|cholinergic receptor, nicotinic, alpha 6 (neuronal)|cholinergic receptor, nicotinic alpha 6|cholinergic receptor",15963,CHRNA6,cholinergic receptor nicotinic alpha 6 subunit,8p11.21,NM_004198,NP_004189,Q15825,8973,ENSG00000147434
lgic,76,Nicotinic acetylcholine receptors  (nACh),468,nicotinic acetylcholine receptor &alpha;7 subunit,"","","","","nAChRa7|NARAD|neuronal acetylcholine receptor subunit alpha-7|Acra7|cholinergic receptor, nicotinic, alpha 7 (neuronal)|cholinergic receptor, nicotinic alpha 7|cholinergic receptor",1960,CHRNA7,cholinergic receptor nicotinic alpha 7 subunit,15q13.3,NM_000746,NP_000737,P36544,1139,ENSG00000175344
lgic,76,Nicotinic acetylcholine receptors  (nACh),752,nicotinic acetylcholine receptor &alpha;8 subunit (avian),"","","","","Neuronal, &alpha;-bungarotoxin-sensitive","","","","","","","","",""
lgic,76,Nicotinic acetylcholine receptors  (nACh),469,nicotinic acetylcholine receptor &alpha;9 subunit,"","","","","NACHRA9|NACHR alpha 9|nicotinic acetylcholine receptor subunit alpha-9|Acra9|cholinergic receptor, nicotinic, alpha 9 (neuronal)|cholinergic receptor, nicotinic alpha 9|cholinergic receptor",14079,CHRNA9,cholinergic receptor nicotinic alpha 9 subunit,4p14,NM_017581,NP_060051,Q9UGM1,55584,ENSG00000174343
lgic,76,Nicotinic acetylcholine receptors  (nACh),470,nicotinic acetylcholine receptor &alpha;10 subunit,"","","","","NACHR alpha 10|nicotinic acetylcholine receptor subunit alpha 10|cholinergic receptor, nicotinic, alpha 10 (neuronal)|cholinergic receptor, nicotinic alpha 10|cholinergic receptor",13800,CHRNA10,cholinergic receptor nicotinic alpha 10 subunit,11p15.4,NM_020402,NP_065135,Q9GZZ6,57053,ENSG00000129749
